,DS8
119,-0.0002836487765961617
120,0.0017604230912505515
121,0.0013349372968938246
122,0.004429630952779911
123,-0.003991771014899438
124,0.004868304689287029
125,0.0005939029487654774
126,0.0013773489885770213
127,-0.00013731078885675563
128,0.0036574423693423374
129,0.00040857272991158826
130,0.0028181324842260227
131,0.0006772743363806366
132,0.002233943132909676
133,0.0026927391709477802
134,0.0008234977542093606
135,4.471134176922779e-05
136,0.002598593491296896
137,0.004804419005004753
138,-0.0003674235525340895
139,0.002879617891867893
140,0.0008742156580285544
141,-0.0018842148725944936
142,0.002668424425428403
143,-0.003394816201500854
144,0.0023491985522475257
145,0.0018171513018635686
146,0.0010185087895514388
147,-1.4380787181121088e-06
148,-1.6670233754207307e-05
149,0.0003101947304619861
150,-0.0010541979621956315
151,-0.0046112242266223595
152,0.001209229302457446
153,0.002378577130051857
154,0.00022084286676245224
155,0.0032823957109298094
156,0.0019713309056159996
157,0.00032917504567461054
158,0.002745671951365935
159,0.0006605425876676401
160,0.0017643229556824974
161,0.0008860036072573468
162,5.7862917443941106e-05
163,0.0035430330374926415
164,0.0035519047310825515
165,0.00197860328654368
166,-0.0014214389415108347
167,-0.0009522253480918802
168,0.002064406560896646
169,-0.003960575781593493
170,-0.0010284027681095598
171,-0.0007521523440517452
172,0.0004260245385102163
173,0.0020343637009213613
174,0.0012985248331302023
175,0.002056836720205665
176,0.0006006214531450419
177,0.0034600999473479574
178,0.004645820055018811
179,0.008118836446601255
180,0.0026064933370470306
181,0.0017556464200191141
182,-0.00017974287864502562
183,0.0011731984888193284
184,0.000502629889108576
185,0.003966925439637103
186,0.001276126682662604
187,0.0023868704559783767
188,0.0007284526137353732
189,0.0002824594929850704
190,0.000749041518428386
191,0.0012865728833741142
192,4.653925722570219e-05
193,-0.0004948937244876988
194,0.0022948224895653884
195,0.0036360571299792646
196,0.003324451565186534
197,0.0028110248394906242
198,0.007084380177318252
199,0.0027639148561875485
200,0.0013305784486665174
201,0.014085263647219601
202,0.009918716492712266
203,0.010586332177829673
204,0.01119842048139468
205,0.006124905901296453
206,0.0076956630992455035
207,0.01115472577300951
208,0.011896602979900603
209,0.012097257999436176
210,0.00932731285147093
211,0.010265432100116281
212,0.010003513825650918
213,0.009859119406119993
214,0.01094890489330703
215,0.011629544587820609
216,0.009473026417110248
217,0.010145366839140604
218,0.010809579890709648
219,0.009467774024135171
220,0.010415260157143773
221,0.011342365122740462
222,0.010373041060230234
223,0.009311025251167991
224,0.010443476066990165
225,0.01119070740489674
226,0.010001849160005512
227,0.010611586589658602
228,0.013163658021307959
229,0.010778092132661564
230,0.009536711187464379
231,0.01299584397324736
232,0.010966635580422698
233,0.008298556008367824
234,0.008908658971602215
235,0.0076120688256752595
236,0.008895633942088923
237,0.011753266307563405
238,0.009176194721063756
239,0.010357309636879902
240,0.009571917073428153
241,0.011816585702369894
242,0.007545789698465529
243,0.009532579115536705
244,0.010229807964411024
245,0.009328969607767424
246,0.01412163971154779
247,0.010650893553403547
248,0.010367473557224388
249,0.0085041415957653
250,0.008962679549863121
251,0.010139253580606527
252,0.01006596314007885
253,0.012955640425365431
254,0.006986098664172853
255,0.011564712746501402
256,0.009064235525693503
257,0.010150782993025345
258,0.00934692195030837
259,0.008309117137763033
260,0.00995203492686402
261,0.011614030153023931
262,0.011029239750869679
263,0.009403260941976431
264,0.010520135180653228
265,0.008886683861930785
266,0.010319868944774999
267,0.010763976177145872
268,0.009991897399227645
269,0.006007985248359068
270,0.011126297449970686
271,0.011109228948385485
272,0.01202302349277492
273,0.010354340450754946
274,0.011918908531033995
275,0.008067215925516907
